rank	gene	longname	N	nnei	nncd	nsil	nmis	nstp	nspl	nind	n	npat	nsite	pCV	pCL	pFN	p	q
15796	SPAG4	sperm associated antigen 4	1360	61	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15797	SPAG6	sperm associated antigen 6	1570	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15798	SPAG7	sperm associated antigen 7	1546	139	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15799	SPAG8	sperm associated antigen 8	2551	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15800	SPANXC	SPANX family, member C	302	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15801	SPANXD	SPANX family, member D	304	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15802	SPANXE	SPANX family, member E	304	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15803	SPANXN1	SPANX family, member N1	223	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15804	SPANXN2	SPANX family, member N2	549	138	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15805	SPANXN3	SPANX family, member N3	434	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15806	SPANXN4	SPANX family, member N4	308	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15807	SPANXN5	SPANX family, member N5	223	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15808	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	948	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15809	SPAST	spastin	1915	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15810	SPATA1	spermatogenesis associated 1	1604	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15811	SPATA12	spermatogenesis associated 12	573	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15812	SPATA13	spermatogenesis associated 13	3878	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15813	SPATA16	spermatogenesis associated 16	1750	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15814	SPATA18	spermatogenesis associated 18 homolog (rat)	1665	251	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15815	SPATA19	spermatogenesis associated 19	530	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15816	SPATA2	spermatogenesis associated 2	1569	698	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15817	SPATA20	spermatogenesis associated 20	2475	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15818	SPATA21	spermatogenesis associated 21	1454	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15819	SPATA22	spermatogenesis associated 22	1124	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15820	SPATA4	spermatogenesis associated 4	938	152	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15821	SPATA6	spermatogenesis associated 6	1515	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15822	SPATA7	spermatogenesis associated 7	1846	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15823	SPATA8	spermatogenesis associated 8	326	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15824	SPATA9	spermatogenesis associated 9	781	404	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15825	SPATC1	spermatogenesis and centriole associated 1	1794	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15826	SPATS1	spermatogenesis associated, serine-rich 1	934	492	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15827	SPATS2L	spermatogenesis associated, serine-rich 2-like	1721	192	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15828	SPC24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	614	117	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15829	SPC25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	699	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15830	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	524	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15831	SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae)	701	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15832	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	559	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15833	SPDYA	speedy homolog A (Drosophila)	1085	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15834	SPDYC	speedy homolog C (Drosophila)	905	372	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15835	SPDYE1	speedy homolog E1 (Xenopus laevis)	1035	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15836	SPDYE2	speedy homolog E2 (Xenopus laevis)	2475	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15837	SPDYE2L		2475	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15838	SPDYE5	speedy homolog E5 (Xenopus laevis)	1042	280	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15839	SPEF1	sperm flagellar 1	735	938	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15840	SPEG	SPEG complex locus	9974	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15841	SPEM1	spermatid maturation 1	952	730	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15842	SPESP1	sperm equatorial segment protein 1	1057	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15843	SPG20	spastic paraplegia 20 (Troyer syndrome)	2033	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15844	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	959	467	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15845	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	2602	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15846	SPHAR	S-phase response (cyclin related)	312	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15847	SPHK1	sphingosine kinase 1	1477	365	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15848	SPHK2	sphingosine kinase 2	2143	283	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15849	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	832	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15850	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	811	178	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15851	SPIC	Spi-C transcription factor (Spi-1/PU.1 related)	757	858	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15852	SPIN1	spindlin 1	805	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15853	SPIN2A	spindlin family, member 2A	781	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15854	SPIN3	spindlin family, member 3	781	456	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15855	SPIN4	spindlin family, member 4	750	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15856	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	301	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15857	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	306	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15858	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)	269	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15859	SPINK4	serine peptidase inhibitor, Kazal type 4	277	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15860	SPINK6	serine peptidase inhibitor, Kazal type 6	255	6	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15861	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	272	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15862	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)	310	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15863	SPINK9	serine peptidase inhibitor, Kazal type 9	275	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15864	SPINLW1	serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)	457	682	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15865	SPINT1	serine peptidase inhibitor, Kunitz type 1	1630	193	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15866	SPINT2	serine peptidase inhibitor, Kunitz type, 2	783	420	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15867	SPINT4	serine peptidase inhibitor, Kunitz type 4	312	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15868	SPIRE2	spire homolog 2 (Drosophila)	2203	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15869	SPNS1	spinster homolog 1 (Drosophila)	1635	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15870	SPNS2	spinster homolog 2 (Drosophila)	1925	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15871	SPNS3	spinster homolog 3 (Drosophila)	1585	313	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15872	SPOCD1	SPOC domain containing 1	3711	153	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15873	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	1358	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15874	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	1362	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15875	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	1353	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15876	SPON1	spondin 1, extracellular matrix protein	2483	313	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15877	SPON2	spondin 2, extracellular matrix protein	1016	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15878	SPOPL	speckle-type POZ protein-like	1219	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15879	SPP1	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	969	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15880	SPP2	secreted phosphoprotein 2, 24kDa	666	325	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15881	SPPL2A	signal peptide peptidase like 2A	1619	383	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15882	SPPL2B	signal peptide peptidase like 2B	1861	356	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15883	SPPL3	signal peptide peptidase like 3	1195	55	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15884	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	796	179	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15885	SPRED1	sprouty-related, EVH1 domain containing 1	1359	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15886	SPRED3	sprouty-related, EVH1 domain containing 3	1293	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15887	SPRR1A	small proline-rich protein 1A	274	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15888	SPRR1B	small proline-rich protein 1B (cornifin)	274	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15889	SPRR2A	small proline-rich protein 2A	223	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15890	SPRR2B	small proline-rich protein 2B	230	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15891	SPRR2D	small proline-rich protein 2D	223	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15892	SPRR2E	small proline-rich protein 2E	223	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15893	SPRR2F	small proline-rich protein 2F	223	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15894	SPRR2G	small proline-rich protein 2G	226	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15895	SPRR3	small proline-rich protein 3	514	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15896	SPRR4	small proline-rich protein 4	244	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15897	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	964	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15898	SPRY2	sprouty homolog 2 (Drosophila)	952	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15899	SPRY3	sprouty homolog 3 (Drosophila)	867	405	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15900	SPRYD4	SPRY domain containing 4	630	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15901	SPRYD5	SPRY domain containing 5	1383	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15902	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	826	905	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15903	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	804	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15904	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	1092	754	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15905	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	826	233	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15906	SPTBN1	spectrin, beta, non-erythrocytic 1	7431	36	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15907	SPTBN2	spectrin, beta, non-erythrocytic 2	7317	6	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15908	SPTBN4	spectrin, beta, non-erythrocytic 4	7927	50	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15909	SPTBN5	spectrin, beta, non-erythrocytic 5	11184	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15910	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	1703	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15911	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	2078	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15912	SPZ1	spermatogenic leucine zipper 1	1293	390	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15913	SQRDL	sulfide quinone reductase-like (yeast)	1389	389	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15914	SQSTM1	sequestosome 1	1708	138	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15915	SR140	U2 snRNP-associated SURP domain containing	3200	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15916	SRA1	steroid receptor RNA activator 1	1282	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15917	SRBD1	S1 RNA binding domain 1	3066	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15918	SRCRB4D	scavenger receptor cysteine rich domain containing, group B (4 domains)	1768	192	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15919	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	964	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15920	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	782	624	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15921	SRD5A3	steroid 5 alpha-reductase 3	975	19	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15922	SREBF1	sterol regulatory element binding transcription factor 1	3610	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15923	SREBF2	sterol regulatory element binding transcription factor 2	3498	74	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15924	SRF	serum response factor (c-fos serum response element-binding transcription factor)	1551	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15925	SRFBP1	serum response factor binding protein 1	1320	466	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15926	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	3344	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15927	SRGN	serglycin	487	727	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15928	SRI	sorcin	637	403	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15929	SRL	sarcalumenin	1444	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15930	SRP14	signal recognition particle 14kDa (homologous Alu RNA binding protein)	429	483	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15931	SRP19	signal recognition particle 19kDa	453	224	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15932	SRP68	signal recognition particle 68kDa	2199	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15933	SRP72	signal recognition particle 72kDa	2090	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15934	SRP9	signal recognition particle 9kDa	383	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15935	SRPK3	SFRS protein kinase 3	1840	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15936	SRPR	signal recognition particle receptor ('docking protein')	2281	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15937	SRPRB	signal recognition particle receptor, B subunit	840	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15938	SRPX	sushi-repeat-containing protein, X-linked	1431	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15939	SRR	serine racemase	1456	221	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15940	SRRD	SRR1 domain containing	1049	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15941	SRRM1	serine/arginine repetitive matrix 1	2779	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15942	SRRM3	serine/arginine repetitive matrix 3	2015	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15943	SRRM4	serine/arginine repetitive matrix 4	1884	47	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15944	SRRT	serrate RNA effector molecule homolog (Arabidopsis)	2960	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15945	SRXN1	sulfiredoxin 1 homolog (S. cerevisiae)	420	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15946	SRY	sex determining region Y	615	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15947	SS18	synovial sarcoma translocation, chromosome 18	1299	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15948	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2	244	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15949	SSBP1	single-stranded DNA binding protein 1	472	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15950	SSBP3	single stranded DNA binding protein 3	1235	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15951	SSBP4	single stranded DNA binding protein 4	1226	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15952	SSFA2	sperm specific antigen 2	3946	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15953	SSH1	slingshot homolog 1 (Drosophila)	3537	12	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15954	SSH2	slingshot homolog 2 (Drosophila)	4330	174	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15955	SSNA1	Sjogren syndrome nuclear autoantigen 1	1139	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15956	SSPN	sarcospan (Kras oncogene-associated gene)	742	273	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15957	SSPO	SCO-spondin homolog (Bos taurus)	15871	9	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15958	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	889	292	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15959	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	570	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15960	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)	576	266	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15961	SSR4	signal sequence receptor, delta (translocon-associated protein delta)	553	552	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15962	SSRP1	structure specific recognition protein 1	2309	164	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15963	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	616	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15964	SSTR3	somatostatin receptor 3	1261	669	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15965	SSTR5	somatostatin receptor 5	1101	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15966	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)	601	857	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15967	SSX1	synovial sarcoma, X breakpoint 1	595	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15968	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein	1897	117	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15969	SSX3	synovial sarcoma, X breakpoint 3	647	350	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15970	SSX4	synovial sarcoma, X breakpoint 4	1252	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15971	SSX4B	synovial sarcoma, X breakpoint 4B	1252	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15972	SSX5	synovial sarcoma, X breakpoint 5	722	392	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15973	SSX7	synovial sarcoma, X breakpoint 7	595	434	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15974	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	1213	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15975	ST20	suppressor of tumorigenicity 20	250	234	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15976	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	1047	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15977	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	1073	761	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15978	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	1383	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15979	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	1032	488	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15980	ST5	suppression of tumorigenicity 5	3529	13	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15981	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	1241	257	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15982	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	1835	344	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15983	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	1157	176	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15984	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	946	257	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15985	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	929	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15986	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	1027	862	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15987	ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	1026	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15988	ST7	suppression of tumorigenicity 7	1916	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15989	ST7L	suppression of tumorigenicity 7 like	1821	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15990	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	1087	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15991	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	1148	213	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15992	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	1155	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15993	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1098	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15994	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	1155	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15995	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	1225	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15996	STAB1	stabilin 1	7991	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15997	STAC	SH3 and cysteine rich domain	1251	144	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15998	STAC2	SH3 and cysteine rich domain 2	1276	412	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15999	STAC3	SH3 and cysteine rich domain 3	1138	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16000	STAG3	stromal antigen 3	4430	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16001	STAG3L2	stromal antigen 3-like 2	429	294	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16002	STAG3L3	stromal antigen 3-like 3	429	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16003	STAG3L4	stromal antigen 3-like 4	469	187	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16004	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	1675	234	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16005	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	1630	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16006	STAMBPL1	STAM binding protein-like 1	1351	204	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
